[LOG]Added St#1 	Position(264,15009) 	 to the Quad Tree.
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#5
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#5
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#5
[LOG]Deleted a stem in level#4
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#5
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#5
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#5
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#5
[LOG]Deleted a stem in level#4
[LOG]Deleted a stem in level#3
[LOG]Deleted a stem in level#4
[LOG]Deleted a stem in level#4
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#8
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#6
[LOG]Deleted a stem in level#5
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#7
[LOG]Deleted a stem in level#8
